rain_8_buenos aires coronel dorrego,rain_9_buenos aires coronel dorrego,rain_10_buenos aires coronel dorrego,rain_11_buenos aires coronel dorrego,rain_8_buenos aires hipolito yrigoyen,rain_9_buenos aires hipolito yrigoyen,rain_10_buenos aires hipolito yrigoyen,rain_11_buenos aires hipolito yrigoyen,tmean_8_buenos aires coronel dorrego,tmean_9_buenos aires coronel dorrego,tmean_10_buenos aires coronel dorrego,tmean_11_buenos aires coronel dorrego,tmean_8_buenos aires hipolito yrigoyen,tmean_9_buenos aires hipolito yrigoyen,tmean_10_buenos aires hipolito yrigoyen,tmean_11_buenos aires hipolito yrigoyen,yield anomaly [%],yield [kg/ha],year
0.0002037468094666,0.0006287615638333,0.001886364015,0.0029613656483333,0.0006215181346153,0.0026867292076923,0.0021569193923076,0.005082487076923,10.112333333333334,11.635666666666667,14.787833333333332,16.4695,10.272307692307692,11.61076923076923,16.042307692307695,17.662307692307692,-0.04682088195513505,2032.688962977075,1993
0.0012941801501666,0.0008188242105,0.0018797678766666,0.0017442522216666,0.0023313458076923,0.0015862611846153,0.0025635926307692,0.0018445626076923,9.102,11.9975,13.506666666666666,19.33833333333333,9.853076923076925,12.882307692307691,14.715384615384616,19.764615384615382,0.017191185638870055,2186.156810163416,1994
0.0010596451895,0.0005364235754999,0.00200906262,0.003304331575,0.000590114456923,0.001148120646923,0.0023878548230769,0.0040762257615384,8.553833333333333,11.863666666666663,14.151666666666667,18.0225,9.41846153846154,13.288461538461538,15.503846153846156,19.73923076923077,-0.10867868786004678,1948.9815706544916,1995
0.0034063291616666,0.0006316987865,0.0036751788866666,0.0030385003916666,0.0018074541076923,0.0011892481615384,0.0031352251384615,0.0033304717615384,11.398833333333332,11.581,15.138333333333332,18.581,12.302307692307693,12.624615384615383,16.642307692307693,19.933846153846154,0.037155865275905614,2264.585949328903,1996
0.0012508766971666,0.0013247018583333,0.0032858562583333,0.002112853195,0.0016890791230769,0.00144765,0.0063817600461538,0.0042256757461538,9.4455,10.045666666666667,13.8135,16.640666666666664,10.813076923076922,11.807692307692308,14.85,17.69076923076923,0.17633321984977793,2617.581693548459,1997
0.0007986744046666,0.004086210905,0.0006552159478333,0.0022639401283333,0.0010528142384615,0.0026172478923076,0.0010809825923076,0.0034286709384615,10.257,10.506166666666669,16.652166666666666,18.420166666666667,10.077692307692306,11.228461538461538,17.405384615384612,18.863846153846158,-0.00045698691844550215,2309.02589965165,1998
0.0016386332933333,0.001259037175,0.001315220095,0.0028234903916666,0.0017541111846153,0.0039270861461538,0.0017226369307692,0.0020905679615384,10.206166666666666,11.969,14.942,17.893666666666668,10.68846153846154,12.787692307692309,15.103076923076925,18.86846153846154,0.06784231012667037,2502.385045300437,1999
0.0009749613721666,0.0025673152733333,0.0026678252283333,0.0015934130583333,0.0012347461538461,0.0026329645,0.004482651476923,0.0033870570846153,8.275833333333333,10.394833333333333,13.0285,16.6145,9.357692307692307,11.786153846153846,14.834615384615384,17.327692307692306,0.061161696773576656,2543.999852343917,2000
0.003326475595,0.0028308876633333,0.0032537956016666,0.0037002580216666,0.0025783614384615,0.0033977312538461,0.0065836042230769,0.0039327232307692,10.807666666666668,10.933333333333334,14.5725,17.038666666666668,11.97923076923077,12.09153846153846,15.91846153846154,17.67153846153846,-0.0735910772299343,2269.8111948582014,2001
0.0050765002716666,0.0016042616683333,0.0035790466849999,0.0062674557583333,0.0040034717538461,0.0020752432692307,0.0061492814461538,0.0071104953076923,9.46,11.087333333333332,15.619,17.574833333333334,10.839230769230769,12.15230769230769,16.53076923076923,18.803846153846152,-0.15868952677530795,2072.579179547618,2002
0.0012828839783333,0.0010545791355,0.003805307455,0.0018923617,0.000972574876923,0.0008788287753846,0.0031338403923076,0.0076186139076923,8.739333333333333,12.315,15.8675,17.849,9.387692307692308,13.253076923076922,17.104615384615382,18.84,0.08719624921844644,2665.5950364904334,2003
0.00228868631,0.0014357167861666,0.0028363446033333,0.0020305001016666,0.0018942449230769,0.0012266888461538,0.0026201917153846,0.0031469953923076,9.378333333333334,11.911666666666669,13.9935,17.175666666666665,10.371538461538462,12.986923076923077,15.335384615384616,18.12076923076923,0.08657983191809548,2725.7447988781432,2004
0.0016949423149999,0.0020055071066666,0.0008726484736666,0.0033580248633333,0.0016545047692307,0.0017550258307692,0.0016885542076923,0.003357214,9.215833333333334,11.079,13.910833333333333,18.71583333333333,10.27076923076923,12.448461538461537,15.617692307692309,20.320769230769237,0.030106668265839256,2643.2740830474304,2005
0.0003014498436666,0.00122344609,0.004495425195,0.0008992985213333,0.0001177927312307,0.0012215905692307,0.0071584808384615,0.0014176116384615,9.361833333333331,12.2205,15.2205,18.11283333333333,10.085384615384616,13.37,16.85923076923077,18.858461538461537,0.06945420658865546,2789.8668911489126,2006
0.0004776765558333,0.0041884895633333,0.0016880499116666,0.0020546813533333,0.0002709048523076,0.0038300106692307,0.0057192514923076,0.0021274104846153,7.1285,12.724166666666669,15.801666666666668,15.948,7.690769230769231,13.762307692307692,16.576923076923077,17.744615384615386,0.11153512759929414,2959.346527236989,2007
0.0004003411043333,0.0015765793416666,0.0018181729866666,0.001806857285,0.001266040576923,0.0020963382846153,0.0043168138307692,0.0030216869,9.571333333333332,11.581666666666669,15.189333333333334,21.07583333333333,9.669230769230769,12.436923076923078,15.590000000000002,22.074615384615388,-0.2548255587654014,2033.0049225175933,2008
0.0002366291751666,0.0012378007383333,0.0006349354686666,0.0024767139466666,5.455994784615384e-05,0.0042377024846153,0.001119026666923,0.0033488309999999,11.874333333333334,10.398666666666664,15.255666666666666,17.722166666666666,13.72153846153846,11.02846153846154,16.205384615384617,19.39923076923077,0.10458427545711453,2977.0990585232958,2009
0.0001984192882499,0.00170069663,0.0030543921433333,0.0019779961783333,0.00051609281,0.0049651711999999,0.0014130517692307,0.0020053327384615,8.587833333333332,11.706666666666669,14.765666666666668,16.664666666666665,9.016153846153848,12.576153846153847,15.366153846153846,18.993076923076924,0.41701843827691537,3906.287215486301,2010
0.0009813196851666,0.0014711385066666,0.0017415658316666,0.0051281527016666,0.0006390027223076,0.000762641396923,0.0018252880076923,0.003937819376923,8.731833333333332,12.47,13.249,19.732000000000003,8.911538461538461,13.84769230769231,14.88846153846154,21.063846153846157,0.24885039370112225,3623.083571280205,2011
0.00310846067,0.0008228101465,0.0019314478133333,0.0030088431283333,0.0060142819153846,0.0013713429,0.0092191375,0.0039574886153846,9.865166666666664,12.1925,15.032166666666663,19.0885,10.594615384615384,13.010769230769233,15.88,19.914615384615384,-0.021595540251502548,2942.128279662768,2012
0.0005198100125,0.0025751685716666,0.0025216028566666,0.0016828419733333,0.000183684806923,0.0016268073999999,0.0018435327846153,0.003986189576923,8.783666666666667,10.296,15.054833333333333,18.36383333333333,9.708461538461538,11.799230769230768,16.80923076923077,19.734615384615385,-0.11190141023061904,2701.798369267861,2013
0.0021481674816666,0.00127250048,0.0058194701233333,0.0025025790616666,0.0024051851230769,0.001555760776923,0.0024210154461538,0.002201244676923,11.024166666666668,12.942,15.511,17.75433333333333,11.822307692307692,13.71923076923077,17.50923076923077,19.50692307692308,-0.05841952644016871,2874.48962213551,2014
0.0012370079783333,0.000655511557,0.0034296463533333,0.0018188489266666,0.0020831698307692,0.0013200716461538,0.0040766087307692,0.0028515025615384,10.5775,10.511333333333331,11.511166666666666,18.63133333333333,11.441538461538462,11.694615384615386,12.95,18.71,-0.0019559418507160632,3071.188143340464,2015
0.0002492594438333,0.0009431475408333,0.0026158612783333,0.0021078780216666,0.0001952380138461,0.0014420995230769,0.0046621342615384,0.0020745427615384,10.8455,11.253666666666668,14.1945,18.55933333333333,11.464615384615383,12.65846153846154,15.38846153846154,19.40153846153846,0.10345657363909905,3438.459254044226,2016
